task_id,method,rank,selection_tier,seed,generation_id,candidate_id,pass_rate,cost_usd,cost_usd_raw,duration_sec,status,failure_type
parallel-tfidf-search,original_skills,5,2,7,0,0,0.0,1.056826456,0.004366,15.71833,execution_error,agent_setup_error
parallel-tfidf-search,original_skills,6,2,6,0,0,0.0,1.056827456,0.004367,15.722564,execution_error,agent_setup_error
parallel-tfidf-search,original_skills,7,2,7,0,0,0.0,1.056833456,0.004373,15.744508,execution_error,agent_setup_error
parallel-tfidf-search,original_skills,8,2,9,0,0,0.0,1.059463456,0.007003,25.209523,execution_error,agent_setup_error
parallel-tfidf-search,original_skills,9,2,0,0,0,0.0,1.064567456,0.012107,43.585533,execution_error,agent_setup_error
parallel-tfidf-search,original_skills,10,2,0,0,0,0.0,1.064828456,0.012368,44.526589,execution_error,agent_setup_error
parallel-tfidf-search,skillmoo,1,1,0,1,3,1.0,1.3719659,0.593764,674.726328,pass,none
parallel-tfidf-search,skillmoo,2,2,0,2,0,0.0,0.7795329,0.001331,4.791066,infra_error,docker_error
parallel-tfidf-search,skillmoo,3,2,0,1,0,0.0,0.7795479,0.001346,4.844553,execution_error,agent_setup_error
parallel-tfidf-search,skillmoo,4,2,0,1,0,0.0,0.7809749,0.002773,9.983665,execution_error,agent_setup_error
parallel-tfidf-search,skillmoo,5,2,0,2,3,0.0,0.7810069,0.002805,10.098801,execution_error,agent_setup_error
parallel-tfidf-search,skillmoo,6,2,0,1,3,0.0,0.7860319,0.00783,28.186618,execution_error,agent_setup_error
parallel-tfidf-search,skillmoo,7,2,0,2,2,0.0,0.7904389,0.012237,41.693253,execution_error,NonZeroAgentExitCodeError
parallel-tfidf-search,skillmoo,8,2,0,0,0,0.0,0.7907709,0.012569,42.844397,execution_error,NonZeroAgentExitCodeError
parallel-tfidf-search,skillmoo,9,2,0,2,1,0.0,0.7912759,0.013074,44.705875,execution_error,NonZeroAgentExitCodeError
parallel-tfidf-search,skillmoo,10,2,0,2,3,0.0,0.7914239,0.013222,45.232071,execution_error,NonZeroAgentExitCodeError
react-performance-debugging,no_skill,1,2,0,0,0,0.0,0.7830312179,0.001547,0.0,timeout,agent_timeout
react-performance-debugging,no_skill,2,2,8,0,0,0.0,0.7850912179,0.003607,12.227022,execution_error,verifier_incomplete
react-performance-debugging,no_skill,3,2,4,0,0,0.0,0.7852122179,0.003728,13.421829,execution_error,infra_error
react-performance-debugging,no_skill,4,2,3,0,0,0.0,0.7855652179,0.004081,14.691151,execution_error,infra_error
react-performance-debugging,no_skill,5,2,3,0,0,0.0,0.7863042179,0.00482,17.352561,execution_error,infra_error
react-performance-debugging,no_skill,6,2,6,0,0,0.0,0.7893082179,0.007824,26.650222,execution_error,verifier_incomplete
react-performance-debugging,no_skill,7,2,7,0,0,0.0,0.7898652179,0.008381,28.657565,execution_error,verifier_incomplete
react-performance-debugging,no_skill,8,2,8,0,0,0.0,0.7926062179,0.011122,27.474265,execution_error,verifier_incomplete
react-performance-debugging,no_skill,9,2,6,0,0,0.0,0.7977362179,0.016252,56.690372,execution_error,verifier_incomplete
react-performance-debugging,no_skill,10,2,0,0,0,0.0,0.7989262179,0.017442,0.0,timeout,agent_timeout
react-performance-debugging,original_skills,1,1,5,0,0,0.0579710144927536,1.517407535,0.465307,850.259535,fail,none
react-performance-debugging,original_skills,2,2,8,0,0,0.0,1.052756535,0.000656,0.0,timeout,agent_timeout
react-performance-debugging,original_skills,3,2,9,0,0,0.0,1.055340535,0.00324,10.840903,execution_error,verifier_incomplete
react-performance-debugging,original_skills,4,2,4,0,0,0.0,1.055829535,0.003729,13.422761,execution_error,infra_error
react-performance-debugging,original_skills,5,2,6,0,0,0.0,1.055843535,0.003743,13.475791,execution_error,infra_error
react-performance-debugging,original_skills,6,2,7,0,0,0.0,1.060213535,0.008113,27.626851,execution_error,verifier_incomplete
react-performance-debugging,original_skills,7,2,6,0,0,0.0,1.068132535,0.016032,55.83175,execution_error,verifier_incomplete
react-performance-debugging,original_skills,8,2,7,0,0,0.0,1.068365535,0.016265,56.672162,execution_error,verifier_incomplete
react-performance-debugging,original_skills,9,2,0,0,0,0.0,1.068487535,0.016387,53.875551,execution_error,verifier_incomplete
react-performance-debugging,original_skills,10,2,4,0,0,0.0,1.083243535,0.031143,57.246492,execution_error,verifier_incomplete
react-performance-debugging,skillmoo,1,1,0,1,1,0.5942028985507246,0.532331,0.265036,574.598494,fail,none
react-performance-debugging,skillmoo,2,1,0,0,0,0.5942028985507246,1.185549,0.918254,772.176577,fail,none
react-performance-debugging,skillmoo,3,1,0,2,0,0.5942028985507246,1.459534,1.192239,615.311204,fail,none
react-performance-debugging,skillmoo,4,1,0,2,2,0.5797101449275363,1.11791,0.850615,790.345039,fail,none
react-performance-debugging,skillmoo,5,1,0,2,1,0.5797101449275363,1.379343,1.112048,880.625464,fail,none
react-performance-debugging,skillmoo,6,1,0,1,0,0.5652173913043478,0.973619,0.706324,588.812458,fail,none
react-performance-debugging,skillmoo,7,1,0,1,2,0.0579710144927536,1.386063,1.118768,0.0,fail,none
react-performance-debugging,skillmoo,8,2,0,0,2,0.0,0.267951,0.000656,0.0,timeout,agent_timeout
react-performance-debugging,skillmoo,9,2,0,0,0,0.0,0.271018,0.003723,11.011723,execution_error,NonZeroAgentExitCodeError
react-performance-debugging,skillmoo,10,2,0,2,2,0.0,0.271027,0.003732,13.436435,execution_error,NonZeroAgentExitCodeError
simpo-code-reproduction,no_skill,1,2,4,0,0,0.0,1.001131274,0.003186,11.470182,execution_error,agent_setup_error
simpo-code-reproduction,no_skill,2,2,6,0,0,0.0,1.001215274,0.00327,11.772168,execution_error,agent_setup_error
simpo-code-reproduction,no_skill,3,2,6,0,0,0.0,1.002255274,0.00431,15.516027,execution_error,agent_setup_error
simpo-code-reproduction,no_skill,4,2,7,0,0,0.0,1.002276274,0.004331,15.591395,execution_error,agent_setup_error
simpo-code-reproduction,no_skill,5,2,7,0,0,0.0,1.002487274,0.004542,16.3514,execution_error,agent_setup_error
simpo-code-reproduction,no_skill,6,2,4,0,0,0.0,1.011046274,0.013101,46.401712,execution_error,verifier_incomplete
simpo-code-reproduction,no_skill,7,2,0,0,0,0.0,1.015389274,0.017444,62.799856,infra_error,infra_error
simpo-code-reproduction,no_skill,8,2,1,0,0,0.0,1.021038274,0.023093,83.133804,execution_error,execution_error
simpo-code-reproduction,no_skill,9,2,0,0,0,0.0,1.043528274,0.045583,77.321524,execution_error,verifier_incomplete
simpo-code-reproduction,no_skill,10,2,0,0,0,0.0,1.044470274,0.046525,167.491198,execution_error,agent_setup_error
simpo-code-reproduction,original_skills,1,2,7,0,0,0.0,1.414580008,0.003167,11.399671,execution_error,agent_setup_error
simpo-code-reproduction,original_skills,2,2,6,0,0,0.0,1.415809008,0.004396,15.826448,execution_error,agent_setup_error
simpo-code-reproduction,original_skills,3,2,6,0,0,0.0,1.415829008,0.004416,15.895989,execution_error,agent_setup_error
simpo-code-reproduction,original_skills,4,2,7,0,0,0.0,1.415833008,0.00442,15.913325,execution_error,agent_setup_error
simpo-code-reproduction,original_skills,5,2,4,0,0,0.0,1.418730008,0.007317,26.34245,execution_error,agent_setup_error
simpo-code-reproduction,original_skills,6,2,4,0,0,0.0,1.424597008,0.013184,46.626866,execution_error,verifier_incomplete
simpo-code-reproduction,original_skills,7,2,3,0,0,0.0,1.433573008,0.02216,79.775894,execution_error,infra_error
simpo-code-reproduction,original_skills,8,2,2,0,0,0.0,1.434212008,0.022799,81.240691,execution_error,verifier_incomplete
simpo-code-reproduction,original_skills,9,2,1,0,0,0.0,1.434455008,0.023042,82.951511,execution_error,execution_error
simpo-code-reproduction,original_skills,10,2,1,0,0,0.0,1.439514008,0.028101,100.327365,execution_error,verifier_incomplete
simpo-code-reproduction,skillmoo,1,2,0,2,1,0.0,1.117946367,0.000733,0.0,fail,verifier_incomplete
simpo-code-reproduction,skillmoo,2,2,0,1,0,0.0,1.117963367,0.00075,0.0,timeout,agent_timeout
simpo-code-reproduction,skillmoo,3,2,0,0,1,0.0,1.120542367,0.003329,11.983803,execution_error,agent_setup_error
simpo-code-reproduction,skillmoo,4,2,0,1,0,0.0,1.135035367,0.017822,61.757787,execution_error,NonZeroAgentExitCodeError
simpo-code-reproduction,skillmoo,5,2,0,1,2,0.0,1.136162367,0.018949,65.817115,execution_error,NonZeroAgentExitCodeError
simpo-code-reproduction,skillmoo,6,2,0,2,1,0.0,1.136250367,0.019037,66.136522,execution_error,NonZeroAgentExitCodeError
simpo-code-reproduction,skillmoo,7,2,0,1,1,0.0,1.137702367,0.020489,71.426986,execution_error,NonZeroAgentExitCodeError
simpo-code-reproduction,skillmoo,8,2,0,2,0,0.0,1.151581367,0.034368,121.322418,execution_error,NonZeroAgentExitCodeError
simpo-code-reproduction,skillmoo,9,2,0,0,3,0.0,1.156659367,0.039446,139.605376,execution_error,NonZeroAgentExitCodeError
simpo-code-reproduction,skillmoo,10,2,0,2,3,0.0,1.156823367,0.03961,140.263437,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,no_skill,1,2,9,0,0,0.0,1.004244774,0.003174,11.427157,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,2,2,9,0,0,0.0,1.004303774,0.003233,11.637795,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,3,2,5,0,0,0.0,1.004369774,0.003299,11.877201,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,4,2,5,0,0,0.0,1.004477774,0.003407,12.266558,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,5,2,6,0,0,0.0,1.005358774,0.004288,15.437162,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,6,2,6,0,0,0.0,1.005392774,0.004322,15.560185,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,7,2,7,0,0,0.0,1.005470774,0.0044,15.838589,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,8,2,7,0,0,0.0,1.005564774,0.004494,16.179789,execution_error,agent_setup_error
taxonomy-tree-merge,no_skill,9,2,4,0,0,0.0,1.034061774,0.032991,84.529426,execution_error,verifier_incomplete
taxonomy-tree-merge,no_skill,10,2,0,0,0,0.0,1.071592774,0.070522,253.878792,infra_error,infra_error
taxonomy-tree-merge,original_skills,1,2,6,0,0,0.0,1.395662708,0.00319,11.482331,execution_error,agent_setup_error
taxonomy-tree-merge,original_skills,2,2,5,0,0,0.0,1.395753708,0.003281,11.812901,execution_error,agent_setup_error
taxonomy-tree-merge,original_skills,3,2,6,0,0,0.0,1.396789708,0.004317,15.541663,execution_error,agent_setup_error
taxonomy-tree-merge,original_skills,4,2,7,0,0,0.0,1.396909708,0.004437,15.972424,execution_error,agent_setup_error
taxonomy-tree-merge,original_skills,5,2,7,0,0,0.0,1.396920708,0.004448,16.014165,execution_error,agent_setup_error
taxonomy-tree-merge,original_skills,6,2,9,0,0,0.0,1.424451708,0.031979,63.777012,execution_error,verifier_incomplete
taxonomy-tree-merge,original_skills,7,2,5,0,0,0.0,1.444626708,0.052154,110.952482,execution_error,verifier_incomplete
taxonomy-tree-merge,original_skills,8,2,4,0,0,0.0,1.446424708,0.053952,84.390258,execution_error,verifier_incomplete
taxonomy-tree-merge,original_skills,9,2,9,0,0,0.0,1.471484708,0.079012,143.913665,execution_error,verifier_incomplete
taxonomy-tree-merge,original_skills,10,2,8,0,0,0.0,1.478107708,0.085635,223.695408,execution_error,verifier_incomplete
taxonomy-tree-merge,skillmoo,1,2,0,0,1,0.0,1.079742967,0.000663,0.0,timeout,agent_timeout
taxonomy-tree-merge,skillmoo,2,2,0,1,2,0.0,1.079742967,0.000663,0.0,timeout,agent_timeout
taxonomy-tree-merge,skillmoo,3,2,0,1,3,0.0,1.124562967,0.045483,161.350402,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,skillmoo,4,2,0,2,3,0.0,1.125041967,0.045962,163.074964,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,skillmoo,5,2,0,1,0,0.0,1.125218967,0.046139,163.713137,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,skillmoo,6,2,0,0,0,0.0,1.127412967,0.048333,171.612715,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,skillmoo,7,2,0,2,1,0.0,1.174784967,0.095705,342.152915,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,skillmoo,8,2,0,2,2,0.0,1.175452967,0.096373,344.557749,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,skillmoo,9,2,0,2,0,0.0,1.176684967,0.097605,348.990673,execution_error,NonZeroAgentExitCodeError
taxonomy-tree-merge,skillmoo,10,2,0,0,3,0.0,1.178020967,0.098941,353.80128,execution_error,NonZeroAgentExitCodeError
trend-anomaly-causal-inference,no_skill,1,2,6,0,0,0.0,0.9801458736,0.002483,8.937223,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,2,2,6,0,0,0.0,0.9802058736,0.002543,9.153663,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,3,2,7,0,0,0.0,0.9802438736,0.002581,9.289922,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,4,2,7,0,0,0.0,0.9802738736,0.002611,9.400002,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,5,2,5,0,0,0.0,1.030504874,0.052842,190.230986,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,6,2,9,0,0,0.0,1.038576874,0.060914,219.29216,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,7,2,4,0,0,0.0,1.038619874,0.060957,219.446231,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,8,2,4,0,0,0.0,1.038636874,0.060974,219.507591,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,9,2,5,0,0,0.0,1.038813874,0.061151,220.142062,infra_error,infra_error
trend-anomaly-causal-inference,no_skill,10,2,8,0,0,0.0,1.038815874,0.061153,220.152075,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,1,2,6,0,0,0.0,1.397363408,0.002489,8.960895,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,2,2,6,0,0,0.0,1.397372408,0.002498,8.99149,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,3,2,7,0,0,0.0,1.397374408,0.0025,8.998325,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,4,2,7,0,0,0.0,1.397396408,0.002522,9.079845,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,5,2,3,0,0,0.0,1.401169408,0.006295,22.663797,timeout,agent_timeout
trend-anomaly-causal-inference,original_skills,6,2,0,0,0,0.0,1.433063408,0.038189,137.481803,timeout,agent_timeout
trend-anomaly-causal-inference,original_skills,7,2,9,0,0,0.0,1.455819408,0.060945,219.403783,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,8,2,4,0,0,0.0,1.455840408,0.060966,219.476809,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,9,2,4,0,0,0.0,1.455856408,0.060982,219.535477,infra_error,infra_error
trend-anomaly-causal-inference,original_skills,10,2,8,0,0,0.0,1.455876408,0.061002,219.606179,infra_error,infra_error
trend-anomaly-causal-inference,skillmoo,1,2,0,0,2,0.0,1.089197967,0.004733,17.037501,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,2,2,0,0,3,0.0,1.115348967,0.030884,111.181249,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,3,2,0,1,1,0.0,1.145231967,0.060767,218.759478,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,4,2,0,1,0,0.0,1.145244967,0.06078,218.808068,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,5,2,0,0,1,0.0,1.145247967,0.060783,218.820412,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,6,2,0,2,0,0.0,1.145259967,0.060795,218.863297,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,7,2,0,1,2,0.0,1.145260967,0.060796,218.865437,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,8,2,0,2,1,0.0,1.145261967,0.060797,218.870172,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,9,2,0,0,0,0.0,1.145289967,0.060825,218.971702,infra_error,docker_error
trend-anomaly-causal-inference,skillmoo,10,2,0,1,3,0.0,1.145321967,0.060857,219.085956,infra_error,docker_error
fix-build-agentops,skillmoo,1,full_statistical,0,0,0,0.7,0.7,0.7,591.2,fail,fail
fix-build-agentops,skillmoo,2,full_statistical,1,0,1,0.5,1.91,1.91,1014.6,fail,fail
fix-build-agentops,skillmoo,3,full_statistical,2,0,2,0.6,0.93,0.93,1115.1,timeout,timeout
fix-build-agentops,skillmoo,4,full_statistical,3,0,3,0.3,1.25,1.25,1430.3,timeout,timeout
fix-build-agentops,skillmoo,5,full_statistical,4,0,4,0.275,1.0,1.0,845.3,fail,fail
fix-build-agentops,skillmoo,6,full_statistical,5,0,5,0.275,0.87,0.87,886.8,fail,fail
fix-build-agentops,skillmoo,7,full_statistical,6,0,6,0.275,0.93,0.93,1107.9,fail,fail
fix-build-agentops,skillmoo,8,full_statistical,7,0,7,0.25,1.25,1.25,1378.6,timeout,timeout
fix-build-agentops,skillmoo,9,full_statistical,8,0,8,0.275,0.96,0.96,1399.4,timeout,timeout
fix-build-agentops,skillmoo,10,full_statistical,9,0,9,0.275,1.16,1.16,839.9,fail,fail
fix-build-agentops,original_skills,1,full_statistical,0,0,0,0.175,1.58,1.58,1383.6,timeout,timeout
fix-build-agentops,original_skills,2,full_statistical,1,0,1,0.1,1.0,1.0,1420.1,timeout,timeout
fix-build-agentops,original_skills,3,full_statistical,2,0,2,0.1,1.57,1.57,1420.1,timeout,timeout
fix-build-agentops,original_skills,4,full_statistical,3,0,3,0.3,2.56,2.56,1384.9,timeout,timeout
fix-build-agentops,original_skills,5,full_statistical,4,0,4,0.15,1.53,1.53,1141.7,fail,fail
fix-build-agentops,original_skills,6,full_statistical,5,0,5,0.1,1.43,1.43,1412.3,timeout,timeout
fix-build-agentops,original_skills,7,full_statistical,6,0,6,0.15,1.92,1.92,1382.0,timeout,timeout
fix-build-agentops,original_skills,8,full_statistical,7,0,7,0.3,1.43,1.43,1531.9,timeout,timeout
fix-build-agentops,original_skills,9,full_statistical,8,0,8,0.1,1.39,1.39,1432.5,timeout,timeout
fix-build-agentops,original_skills,10,full_statistical,9,0,9,0.125,1.73,1.73,1379.0,timeout,timeout
fix-build-agentops,no_skill,1,full_statistical,0,0,0,0.1,3.02,3.02,1300.8,fail,fail
fix-build-agentops,no_skill,2,full_statistical,1,0,1,0.1,0.81,0.81,959.8,fail,fail
fix-build-agentops,no_skill,3,full_statistical,2,0,2,0.1,0.95,0.95,836.4,fail,fail
fix-build-agentops,no_skill,4,full_statistical,3,0,3,0.1,0.86,0.86,855.4,fail,fail
fix-build-agentops,no_skill,5,full_statistical,4,0,4,0.1,0.89,0.89,1523.9,fail,fail
fix-build-agentops,no_skill,6,full_statistical,5,0,5,0.1,0.58,0.58,761.4,fail,fail
fix-build-agentops,no_skill,7,full_statistical,6,0,6,0.1,1.07,1.07,1115.2,fail,fail
fix-build-agentops,no_skill,8,full_statistical,7,0,7,0.1,0.52,0.52,671.2,fail,fail
fix-build-agentops,no_skill,9,full_statistical,8,0,8,0.1,1.04,1.04,1065.2,fail,fail
fix-build-agentops,no_skill,10,full_statistical,9,0,9,0.1,0.86,0.86,802.5,fail,fail
python-scala-translation,skillmoo,1,full_statistical,0,0,0,0.8065,0.87,0.87,864.5,fail,fail
python-scala-translation,skillmoo,2,full_statistical,1,0,1,0.5,0.95,0.95,953.3,timeout,timeout
python-scala-translation,skillmoo,3,full_statistical,2,0,2,0.5,0.71,0.71,421.2,fail,fail
python-scala-translation,skillmoo,4,full_statistical,3,0,3,0.5,1.18,1.18,647.0,fail,fail
python-scala-translation,skillmoo,5,full_statistical,4,0,4,0.5,1.44,1.44,853.4,fail,fail
python-scala-translation,skillmoo,6,full_statistical,5,0,5,0.5,1.18,1.18,647.0,fail,fail
python-scala-translation,skillmoo,7,full_statistical,6,0,6,0.325,0.87,0.87,366.3,fail,fail
python-scala-translation,skillmoo,8,full_statistical,7,0,7,0.5,0.95,0.95,424.0,fail,fail
python-scala-translation,skillmoo,9,full_statistical,8,0,8,0.5,1.45,1.45,500.5,fail,fail
python-scala-translation,skillmoo,10,full_statistical,9,0,9,0.5,0.98,0.98,446.6,fail,fail
python-scala-translation,original_skills,1,full_statistical,0,0,0,0.3,1.21,1.21,327.3,fail,fail
python-scala-translation,original_skills,2,full_statistical,1,0,1,0.5,1.23,1.23,447.5,fail,fail
python-scala-translation,original_skills,3,full_statistical,2,0,2,0.5,2.0,2.0,585.3,fail,fail
python-scala-translation,original_skills,4,full_statistical,3,0,3,0.3793,1.13,1.13,917.4,fail,fail
python-scala-translation,original_skills,5,full_statistical,4,0,4,0.3621,1.07,1.07,849.2,fail,fail
python-scala-translation,original_skills,6,full_statistical,5,0,5,0.3621,0.9,0.9,654.0,fail,fail
python-scala-translation,original_skills,7,full_statistical,6,0,6,0.3621,0.75,0.75,605.6,fail,fail
python-scala-translation,original_skills,8,full_statistical,7,0,7,0.3621,0.75,0.75,731.2,fail,fail
python-scala-translation,original_skills,9,full_statistical,8,0,8,0.3889,1.21,1.21,885.6,fail,fail
python-scala-translation,original_skills,10,full_statistical,9,0,9,0.3889,0.93,0.93,649.5,fail,fail
python-scala-translation,no_skill,1,full_statistical,0,0,0,0.3,1.34,1.34,628.3,fail,fail
python-scala-translation,no_skill,2,full_statistical,1,0,1,0.5,0.98,0.98,795.1,fail,fail
python-scala-translation,no_skill,3,full_statistical,2,0,2,0.3,1.02,1.02,523.2,fail,fail
python-scala-translation,no_skill,4,full_statistical,3,0,3,0.0,0.12,0.12,0.0,execution_error,execution_error
python-scala-translation,no_skill,5,full_statistical,4,0,4,0.5,0.78,0.78,379.1,fail,fail
python-scala-translation,no_skill,6,full_statistical,5,0,5,0.325,0.71,0.71,298.2,fail,fail
python-scala-translation,no_skill,7,full_statistical,6,0,6,0.5,0.75,0.75,353.7,fail,fail
python-scala-translation,no_skill,8,full_statistical,7,0,7,0.5,0.97,0.97,743.8,fail,fail
python-scala-translation,no_skill,9,full_statistical,8,0,8,0.45,0.93,0.93,451.6,fail,fail
python-scala-translation,no_skill,10,full_statistical,9,0,9,0.5,0.9,0.9,379.2,fail,fail
spring-boot-jakarta-migration,skillmoo,1,full_statistical,0,0,0,1.0,0.43,0.43,275.2,pass,none
spring-boot-jakarta-migration,skillmoo,2,full_statistical,1,0,1,1.0,0.38,0.38,279.1,pass,none
spring-boot-jakarta-migration,skillmoo,3,full_statistical,2,0,2,0.975,1.26,1.26,328.9,fail,fail
spring-boot-jakarta-migration,skillmoo,4,full_statistical,3,0,3,1.0,1.41,1.41,277.9,pass,none
spring-boot-jakarta-migration,skillmoo,5,full_statistical,4,0,4,0.975,1.32,1.32,309.7,fail,fail
spring-boot-jakarta-migration,skillmoo,6,full_statistical,5,0,5,1.0,1.82,1.82,366.7,pass,none
spring-boot-jakarta-migration,skillmoo,7,full_statistical,6,0,6,1.0,1.55,1.55,384.7,pass,none
spring-boot-jakarta-migration,skillmoo,8,full_statistical,7,0,7,1.0,1.65,1.65,327.1,pass,none
spring-boot-jakarta-migration,skillmoo,9,full_statistical,8,0,8,1.0,1.04,1.04,308.1,pass,none
spring-boot-jakarta-migration,skillmoo,10,full_statistical,9,0,9,0.975,1.59,1.59,316.3,fail,fail
spring-boot-jakarta-migration,original_skills,1,full_statistical,0,0,0,0.975,1.27,1.27,969.3,fail,fail
spring-boot-jakarta-migration,original_skills,2,full_statistical,1,0,1,0.975,1.36,1.36,480.2,fail,fail
spring-boot-jakarta-migration,original_skills,3,full_statistical,2,0,2,0.975,2.0432,2.0432,345.6,fail,fail
spring-boot-jakarta-migration,original_skills,4,full_statistical,3,0,3,0.975,1.6352,1.6352,320.1,fail,fail
spring-boot-jakarta-migration,original_skills,5,full_statistical,4,0,4,0.975,1.8871,1.8871,399.0,fail,fail
spring-boot-jakarta-migration,original_skills,6,full_statistical,5,0,5,0.975,1.7436,1.7436,315.1,fail,fail
spring-boot-jakarta-migration,original_skills,7,full_statistical,6,0,6,0.975,1.528,1.528,323.5,fail,fail
spring-boot-jakarta-migration,original_skills,8,full_statistical,7,0,7,0.975,1.39,1.39,355.7,fail,fail
spring-boot-jakarta-migration,original_skills,9,full_statistical,8,0,8,0.975,1.39,1.39,319.5,fail,fail
spring-boot-jakarta-migration,original_skills,10,full_statistical,9,0,9,0.975,1.26,1.26,692.4,fail,fail
spring-boot-jakarta-migration,no_skill,1,full_statistical,0,0,0,0.9,1.34,1.34,981.2,fail,fail
spring-boot-jakarta-migration,no_skill,2,full_statistical,1,0,1,0.9,1.6689,1.6689,345.5,fail,fail
spring-boot-jakarta-migration,no_skill,3,full_statistical,2,0,2,0.925,1.06,1.06,1382.4,fail,fail
spring-boot-jakarta-migration,no_skill,4,full_statistical,3,0,3,0.925,1.0928,1.0928,360.8,fail,fail
spring-boot-jakarta-migration,no_skill,5,full_statistical,4,0,4,0.925,0.92,0.92,448.1,fail,fail
spring-boot-jakarta-migration,no_skill,6,full_statistical,5,0,5,0.9,0.91,0.91,410.1,fail,fail
spring-boot-jakarta-migration,no_skill,7,full_statistical,6,0,6,0.9,1.23,1.23,1827.6,fail,fail
spring-boot-jakarta-migration,no_skill,8,full_statistical,7,0,7,0.925,1.1527,1.1527,319.2,fail,fail
spring-boot-jakarta-migration,no_skill,9,full_statistical,8,0,8,0.9,1.1272,1.1272,295.3,fail,fail
spring-boot-jakarta-migration,no_skill,10,full_statistical,9,0,9,0.9,0.91,0.91,484.7,fail,fail
